Kode KBLI 2025,Judul KBLI 2025,Uraian KBLI 2025,Padanan KBLI 2020,Jenis Perubahan,Skala Usaha → Tingkat Risiko,Perizinan Berusaha,Jangka Waktu Penerbitan
84149,Kegiatan Lembaga Pemerintahan untuk Menciptakan Efisiensi Produksi dan Bisnis Lainnya,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan dan penyelenggaraan untuk menciptakan efisiensi dan bisnis yang belum tercakup dalam kelompok 84141 s.d. 84148, misalnya lembaga pemerintahan bidang pendayagunaan aparatur negara dan lembaga pemerintahan bidang koperasi dan usaha mikro, kecil, dan menengah.",84139 - Kegiatan Lembaga Pemerintahan Untuk Menciptakan Efisiensi Produksi Dan Bisnis Lainnya,Recoding/Pindah Kode,-,-,-
84210,Hubungan Luar Negeri,"Kelompok ini mencakup - administrasi dan operasi dari lembaga pemerintahan bidang urusan luar negeri dan diplomat serta konsulat yang ditempatkan di luar negeri atau di kantor-kantor dari organisasi internasional; - administrasi, operasi, dan kegiatan penunjang untuk jasa informasi dan kebudayaan yang ditujukan untuk penyebarannya di luar batas negara; - pemberian bantuan untuk luar negeri, baik melalui organisasi internasional atau tidak; - penyediaan bantuan militer untuk luar negeri; - manajemen perdagangan luar negeri, keuangan internasional; dan hubungan teknis luar negeri. Kelompok ini tidak mencakup - jasa pengungsian akibat bencana atau konflik internasional, lihat subgolongan 8890; - kegiatan organisasi dan badan ekstrateritorial, lihat subgolongan 9900.",84210 - Hubungan Luar Negeri,Tetap,-,-,-
84221,Lembaga Pertahanan dan Angkatan Bersenjata,"Kelompok ini mencakup seluruh kegiatan (administrasi, operasional, dan lain-lain), termasuk juga pegawai sipil di lingkungan angkatan bersenjata serta usaha pengiriman bantuan anggota militernya, kecuali anggota angkatan bersenjata yang dikaryakan atau yang menjabat dalam pemerintahan, misalnya lembaga pemerintahan bidang pertahanan dan Markas Besar Tentara Nasional Indonesia.",84221 - Lembaga Pertahanan Dan Angkatan Bersenjata,Tetap,-,-,-
84222,Angkatan Darat,"Kelompok ini mencakup seluruh kegiatan (administrasi, operasional, dan lain-lain), termasuk juga pegawai sipil di lingkungan angkatan darat, kecuali anggota angkatan darat yang dikaryakan atau yang menjabat dalam pemerintahan, misalnya Markas Besar TNI Angkatan Darat.",84222 - Angkatan Darat,Tetap,-,-,-
84223,Angkatan Udara,"Kelompok ini mencakup seluruh kegiatan (administrasi, operasional, dan lain-lain), termasuk juga pegawai sipil di lingkungan angkatan udara, kecuali anggota angkatan udara yang dikaryakan atau yang menjabat dalam pemerintahan, misalnya Markas Besar TNI Angkatan Udara.",84223 - Angkatan Udara,Tetap,-,-,-
84224,Angkatan Laut,"Kelompok ini mencakup seluruh kegiatan (administrasi, operasional, dan lain-lain), termasuk pegawai sipil di lingkungan angkatan laut, kecuali anggota angkatan laut yang dikaryakan atau yang menjabat dalam pemerintahan, misalnya Markas Besar TNI Angkatan Laut.",84224 - Angkatan Laut,Tetap,-,-,-
84231,Kepolisian,"Kelompok ini mencakup seluruh kegiatan polisi (administrasi, operasional dan lain-lain) yang melayani masyarakat umum, baik langsung ataupun tidak di berbagai bidang keamanan dan ketertiban, seperti pengaduan, kriminal, ketertiban hukum, mengusut tindak pidana, termasuk juga kegiatan polisi rahasia.","51108 - Angkutan Udara Bukan Niaga
84231 - Kepolisian",Tetap,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,3 Hari
84232,Pertahanan Sipil,"Kelompok ini mencakup seluruh kegiatan (administrasi, operasional dan lain-lain), yang timbul dari organisasi masyarakat dan dikelola serta dibiayai oleh masyarakat untuk kepentingan keamanan dan ketertiban lingkungan, misalnya organisasi pertahanan sipil, organisasi perlawanan rakyat, dan organisasi keamanan rakyat.",84232 - Pertahanan Sipil,Tetap,-,-,-
84233,Aktivitas Lembaga Peradilan,"Kelompok ini mencakup seluruh kegiatan badan pelaksana peradilan yang mempunyai kewajiban memberikan pertimbangan dan mengambil keputusan dalam bidang hukum, misalnya Mahkamah Agung, lembaga pemerintahan bidang hukum dan hak asasi manusia, kejaksaan, pengadilan tinggi, pengadilan negeri, dan Mahkamah Konstitusi.",84233 - Lembaga Peradilan,-,-,-,-
84234,Kegiatan Lembaga Pemerintahan Bidang Penanggulangan Bencana dan Pemadam Kebakaran,"Kelompok ini mencakup kegiatan Badan Nasional Penanggulangan Bencana dan lembaga pemerintahanan dalam bidang pemadam dan pencegah kebakaran, seperti administrasi dan operasi pasukan pemadam api umum maupun khusus untuk pencegahan kebakaran, pemadaman, penyelamatan manusia dan hewan, bantuan terhadap bencana nasional, banjir dan kecelakaan di jalan, dan penyediaan bantuan untuk keadaan darurat dalam negeri seperti keadaan damai setelah bencana.","51108 - Angkutan Udara Bukan Niaga
84234 - Badan Nasional Penanggulangan Bencana dan Pemadam Kebakaran",-,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,3 Hari
84300,Aktivitas Jaminan Sosial Wajib,"Kelompok ini mencakup pendanaan dan administrasi jaminan sosial wajib yang diselenggarakan oleh pemerintah. Kelompok ini mencakup - jaminan sosial kesehatan, kecelakaan, dan pengangguran; - pensiun; - program untuk mengatasi masalah kehilangan pendapatan yang diakibatkan oleh persalinan, cacat sementara, status janda, dan lain-lain. Kelompok ini tidak mencakup - asuransi kesehatan komplementer atau tambahan, lihat subgolongan 6512 - pemberian manfaat pendapatan pensiun khusus untuk karyawan atau anggota sponsor, lihat subgolongan 6530 - administrasi pelayanan kesehatan dan sosial, lihat subgolongan - penyediaan layanan bantuan perawatan, lihat golongan pokok 87 - penyediaan layanan kesejahteraan dan pekerjaan sosial (tanpa akomodasi), lihat subgolongan 8810, 8890.",84300 - Jaminan Sosial Wajib,-,-,-,-
85101,Pendidikan Taman Kanak-Kanak Umum Pemerintah,"Kelompok ini mencakup pendidikan bagi anak usia 4—6 tahun dengan prioritas usia 5 tahun dan 6 tahun, menekankan pengembangan potensi anak secara menyeluruh dengan tetap memberikan pendidikan agama yang bersifat umum dan tidak mendalam pada satu agama tertentu serta diselenggarakan oleh pemerintah, seperti taman kanak-kanak negeri dan taman kanak-kanak luar biasa negeri.","85131 - Pendidikan Taman Kanak-kanak Pemerintah
85135 - Pendidikan Taman Kanak-kanak Luar Biasa
85139 - Pendidikan anak usia dini sejenis lainnya","Gabung Kode, Pecah Kode","Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85102,Pendidikan Taman Kanak-Kanak Umum Swasta,"Kelompok ini mencakup pendidikan bagi anak usia 4—6 tahun dengan prioritas usia 5 tahun dan 6 tahun, menekankan pengembangan potensi anak secara menyeluruh dengan tetap memberikan pendidikan agama yang bersifat umum dan tidak mendalam pada satu agama tertentu serta diselenggarakan oleh swasta, seperti taman kanak-kanak swasta, taman kanak-kanak hasil kerja sama dengan lembaga pendidikan asing, dan taman kanak-kanak luar biasa swasta.","85132 - Pendidikan Taman Kanak-kanak Swasta/Raudatul Athfal/Bustanul Athfal
85135 - Pendidikan Taman Kanak-kanak Luar Biasa
85139 - Pendidikan anak usia dini sejenis lainnya
85142 - Satuan Pendidikan Kerjasama Taman Kanak-Kanak","Gabung Kode, Pecah Kode","Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85103,Pendidikan Prasekolah Keagamaan Islam,"Kelompok ini mencakup pendidikan bagi anak berusia 4—6 tahun dengan fokus mengintegrasikan nilai Islam pada pembelajaran persiapan jenjang pendidikan dasar, termasuk pengenalan praktik ibadah, hafalan doa, pemahaman Al-Qur'an, seperti pendidikan anak usia dini/PAUD Al-Qur'an, raudhatul athfal/RA, bustanul athfal/BA.","85132 - Pendidikan Taman Kanak-kanak Swasta/Raudatul Athfal/Bustanul Athfal
85139 - Pendidikan anak usia dini sejenis lainnya
85151 - Satuan Pendidikan Anak Usia Dini/PAUD Al-Quran","Gabung Kode, Pecah Kode","Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85104,"Pendidikan Prasekolah Keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu","Kelompok ini mencakup pendidikan untuk anak berusia 4—6 tahun dengan fokus mengintegrasikan nilai Protestan, Katolik, Hindu, Buddha, atau Konghucu pada pembelajaran persiapan jenjang pendidikan dasar, seperti taman seminari, pratama widyalaya, pratama widya pasraman, dan nava dhamamasekha.","85139 - Pendidikan anak usia dini sejenis lainnya
85161 - Satuan Pendidikan Keagamaan Anak Usia Dini","Gabung Kode, Pecah Kode","Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85201,Pendidikan Dasar Umum Pemerintah,"Kelompok ini mencakup pendidikan bagi peserta didik usia 7—12 tahun dan pendidikan kesetaraan terkait yang diselenggarakan pemerintah, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah dasar negeri, sekolah luar biasa tingkat dasar negeri, dan Paket A negeri.",85111 - Pendidikan Dasar/Ibtidaiyah Pemerintah,Recoding/Pindah Kode,-,-,-
85202,Pendidikan Dasar Umum Swasta,"Kelompok ini mencakup pendidikanbagi peserta didik usia 7—12 tahun dan pendidikan kesetaraan terkait yang diselenggarakan swasta, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah dasar swasta, sekolah dasar hasil kerja sama dengan lembaga pendidikan asing, sekolah luar biasa tingkat dasar swasta, dan Paket A swasta.","85121 - Pendidikan Dasar/Ibtidaiyah Swasta
85143 - Satuan Pendidikan Kerjasama Pendidikan Dasar",Gabung Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85203,Pendidikan Dasar Keagamaan Islam,"Kelompok ini mencakup pendidikan bagi peserta didik usia 7—12 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keislaman, termasuk kajian Al-Qur'an, hadis, fikih, sejarah Islam, bahasa Arab, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti madrasah ibtidaiyah/MI, pendidikan muadalah ula, pendidikan diniyah formal ula, pendidikan pesantren berbentuk pengkajian kitab kuning jenjang ula, dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang ula.","85111 - Pendidikan Dasar/Ibtidaiyah Pemerintah
85121 - Pendidikan Dasar/Ibtidaiyah Swasta
85152 - Satuan Pendidikan Muadalah/Pendidikan Diniyah Formal Ula
85154 - Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Ula",Gabung Kode,-,-,-
85204,"Pendidikan Dasar Keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu","Kelompok ini mencakup pendidikan bagi peserta didik usia 7—12 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu, termasuk pembelajaran kitab suci; hukum tata cara ibadah; bahasa klasik keagamaan; sejarah peradaban dan tokoh agama, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah dasar teologi Kristen, sekolah dasar keagamaan Katolik, adi widyalaya, adi widya pasraman, dan mula dhammasekha.",85162 - Satuan Pendidikan Keagamaan Dasar,Recoding/Pindah Kode,-,-,-
85311,Pendidikan Menengah Pertama Umum Pemerintah,"Kelompok ini mencakup pendidikan bagi peserta didik usia 13—15 tahun dan pendidikan kesetaraan terkait yang diselenggarakan pemerintah, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah pertama negeri, sekolah luar biasa menengah pertama negeri, dan Paket B negeri.",85112 - Pendidikan Menengah Pertama/Tsanawiyah Pemerintah,Recoding/Pindah Kode,-,-,-
85312,Pendidikan Menengah Pertama Umum Swasta,"Kelompok ini mencakup pendidikan bagi peserta didik usia 13—15 tahun dan pendidikan kesetaraan terkait yang diselenggarakan swasta, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah pertama swasta, sekolah menengah pertama hasil kerja sama dengan lembaga pendidikan asing, sekolah luar biasa menengah pertama swasta, dan Paket B swasta.","85122 - Pendidikan Menengah Pertama/Tsanawiyah Swasta
85144 - Satuan Pendidikan Kerjasama Pendidikan Menengah Pertama",Gabung Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85313,Pendidikan Menengah Pertama Keagamaan Islam,"Kelompok ini mencakup pendidikan bagi peserta didik usia 13—15 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keislaman, termasuk kajian Al-Qur'an, hadis, fikih, sejarah Islam, bahasa Arab, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti madrasah tsanawiyah (MTs), pendidikan muadalah wustha, pendidikan diniyah formal wustha, pendidikan pesantren berbentuk pengkajian kitab kuning jenjang wustha, dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang wustha.","85112 - Pendidikan Menengah Pertama/Tsanawiyah Pemerintah
85122 - Pendidikan Menengah Pertama/Tsanawiyah Swasta
85153 - Satuan Pendidikan Muadalah/Pendidikan Diniyah Formal Wustha
85155 - Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Wustha
85263 - Satuan Pendidikan Muadalah Wustha dan Ulya Berkesinambungan","Gabung Kode, Pecah Kode",-,-,-
85314,"Pendidikan Menengah Pertama Keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu","Kelompok ini mencakup pendidikan bagi peserta didik usia 13—15 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu, termasuk pembelajaran kitab suci; hukum tata cara ibadah; bahasa klasik keagamaan; sejarah peradaban dan tokoh agama, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah pertama teologi Kristen, sekolah menengah pertama keagamaan Katolik, madyama widyalaya, madyama widya pasraman, muda dhammasekha.",85163 - Satuan Pendidikan Keagamaan Menengah Pertama,Recoding/Pindah Kode,-,-,-
85315,Pendidikan Menengah Atas Umum Pemerintah,"Kelompok ini mencakup pendidikan bagi peserta didik usia 16—18 tahun dan pendidikan kesetaraan terkait yang diselenggarakan pemerintah, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah atas negeri, sekolah luar biasa menengah tingkat atas negeri, Paket C negeri.",85210 - Pendidikan Menengah Atas/Aliyah Pemerintah,Recoding/Pindah Kode,-,-,-
85316,Pendidikan Menengah Atas Umum Swasta,"Kelompok ini mencakup pendidikan bagi peserta didik usia 16—18 tahun dan pendidikan kesetaraan terkait yang diselenggarakan swasta, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah atas swasta, sekolah dasar hasil kerja sama dengan lembaga pendidikan asing, sekolah luar biasa menengah tingkat atas swasta, Paket C swasta.","85220 - Pendidikan Menengah/Aliyah Swasta
85251 - Satuan Pendidikan Kerjasama Pendidikan Menengah Atas","Gabung Kode, Pecah Kode","Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
85317,Pendidikan Menengah Atas Keagamaan Islam,"Kelompok ini mencakup pendidikan bagi peserta didik usia 16—18 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keislaman, termasuk kajian Al-Qur'an, hadis, fikih, sejarah Islam, bahasa Arab, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti madrasah aliyah (MA), pendidikan muadalah ulya, pendidikan diniyah formal ulya, pendidikan pesantren berbentuk pengkajian kitab kuning jenjang ulya, dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang ulya.","85210 - Pendidikan Menengah Atas/Aliyah Pemerintah
85220 - Pendidikan Menengah/Aliyah Swasta
85261 - Satuan Pendidikan Muadalah/ Pendidikan Diniyah Formal Ulya
85262 - Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Ulya
85263 - Satuan Pendidikan Muadalah Wustha dan Ulya Berkesinambungan","Gabung Kode, Pecah Kode",-,-,-
85318,"Pendidikan Menengah Atas Keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu","Kelompok ini mencakup pendidikan bagi peserta didik usia 16 - 18 tahun dan pendidikan kesetaraan terkait yang berorientasi pada ilmuilmu keagamaan Protestan, Katolik, Hindu, Buddha, atau Konghucu, termasuk pembelajaran kitab suci; hukum tata cara ibadah; bahasa klasik keagamaan; sejarah peradaban dan tokoh agama, dengan tetap mencakup pempelajaran ilmu pengetahuan dan keterampilan umum, seperti sekolah menengah teologi Kristen, sekolah menengah atas keagamaan Katolik, utama widyalaya, utama widya pasraman, utama dhammasekha.",85270 - Satuan Pendidikan Keagamaan Menengah,Pecah Kode,-,-,-
85321,Pendidikan Menengah Kejuruan Umum Pemerintah,"Kelompok ini mencakup pendidikan menengah kejuruan yang diselenggarakan pemerintah, berorientasi pada pembelajaran ilmu pengetahuan dan keterampilan di berbagai bidang kejuruan, seperti sekolah menengah kejuruan (SMK) negeri, dengan program studi seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian (termasuk kelautan dan perikanan), serta sekolah khusus negeri untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengah.","51108 - Angkutan Udara Bukan Niaga
85230 - Pendidikan Menengah Kejuruan dan Teknis/Aliyah Kejuruan Pemerintah",Recoding/Pindah Kode,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,3 Hari
85322,Pendidikan Menengah Kejuruan Umum Swasta,"Kelompok ini mencakup pendidikan menengah kejuruan yang diselenggarakan swasta, seperti sekolah menengah kejuruan (SMK) swasta, dengan program studi seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian, sekolah menengah kejuruan hasil kerja sama dengan lembaga pendidikan asing, sekolah khusus swasta untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengah.","51108 - Angkutan Udara Bukan Niaga
85240 - Pendidikan Menengah Kejuruan/Aliyah Kejuruan Swasta
85252 - Satuan Pendidikan Kerjasama Pendidikan Menengah Kejuruan","Gabung Kode, Pecah Kode","Usaha Mikro → Menengah Tinggi
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar","-
3 Hari"
